City,Lat,Long,Min_Temp,Max_Temp,Min_Rain,Max_Rain,Min_Humid,Max_Humid,Temp_Trend,Climate
Pithberg,99,54,30,41,7,30,43,52,1,2
Loaytown,9,75,72,104,22,24,7,65,0,3
Thoquville,40,59,68,95,23,48,36,64,1,2
Rai City,89,92,72,82,0,25,49,99,0,1
Ughupolis,33,20,1,24,3,28,39,94,1,0
Uthayberg,15,2,54,84,22,45,8,86,1,3
Stosmpolis,99,35,24,43,30,36,38,55,1,1
Wushpolis,37,8,17,28,9,24,39,51,0,4
Koabohpolis,16,87,38,60,7,31,34,47,1,4
Raighpolis,8,47,14,43,24,35,51,97,1,1
Shoifpolis,38,70,58,83,24,34,27,98,1,3
Yiesicville,47,58,78,93,24,37,55,84,1,2
Hocoypolis,4,46,30,43,20,44,5,17,0,1
Louspberg,90,4,38,50,17,24,51,75,0,0
Sheefville,6,30,9,43,4,21,5,54,1,1
Shaitown,100,42,8,19,30,55,22,63,0,4
Hiesmtown,56,13,22,50,18,30,50,68,0,3
Rasmberg,87,3,51,62,26,29,28,49,0,4
Spishpolis,18,20,14,26,7,30,26,76,1,1
Jeactown,25,43,84,115,24,47,23,50,1,0
Ogha City,29,67,13,41,3,15,42,68,1,3
Smeph City,81,7,3,8,11,19,33,96,1,4
Yashesberg,50,8,15,32,9,26,25,50,1,0
Neakibberg,99,46,59,75,2,15,14,25,0,0
Joasmpolis,50,21,63,92,19,44,46,77,1,3
Spooberg,11,44,12,38,20,41,16,84,1,4
Yuthikpolis,6,68,53,77,9,29,36,95,0,1
Keacberg,0,0,29,41,12,18,28,86,0,3
Shaidtown,96,74,40,58,17,25,1,40,0,2
Asmoville,37,43,14,17,28,52,37,58,0,3
Regh City,67,62,7,29,12,27,53,84,1,4
Cheectown,75,41,16,22,16,28,40,93,0,2
Stighpolis,52,54,15,43,6,10,27,88,0,1
Quostpolis,12,96,7,13,11,36,22,69,0,1
Jeghtown,60,65,55,86,13,37,6,81,1,4
Cheahville,66,4,1,10,1,20,53,79,1,0
Moiw City,30,99,7,19,19,21,15,50,0,4
Bejihberg,85,74,67,102,22,26,35,65,1,0
Jukenberg,61,13,82,116,14,25,26,71,1,0
Faiquberg,81,0,15,26,9,25,22,52,0,2
Phoqutown,90,85,63,83,17,22,24,38,1,1
Beeltown,27,92,18,50,17,35,25,48,0,3
Spaquville,83,2,34,50,10,18,7,17,0,2
Ghietown,68,87,51,78,0,13,32,36,0,2
Neepiw City,46,7,3,16,19,29,51,91,1,0
Oghon City,39,25,48,69,4,6,14,55,0,3
Feetpolis,48,92,60,62,10,19,6,69,0,2
Jeroc City,56,87,1,27,16,30,25,82,0,3
Smoagtown,14,24,59,70,0,6,4,79,0,1
Spouville,59,50,80,115,0,3,54,86,0,4
Dasmtown,8,65,81,86,7,18,43,78,1,2
Hoogippolis,70,30,20,55,19,31,26,71,0,3
Phoitown,86,14,16,29,0,13,12,53,0,2
Dostpolis,54,92,55,89,23,47,45,56,0,0
Quoatown,2,22,9,15,27,32,42,64,0,2
Ughuberg,57,43,53,78,18,43,18,34,1,2
Niechpolis,35,12,19,29,0,20,40,92,1,0
Spoolpolis,72,58,71,75,25,37,11,94,1,1
Laidville,33,84,15,17,17,32,44,90,0,2
Ashabberg,82,47,17,29,20,36,27,73,1,2
Phou City,56,43,47,58,8,30,16,47,0,1
Aspuntown,76,83,82,116,17,31,36,93,0,0
Smeatown,94,70,65,84,1,17,2,62,0,3
Equalpolis,45,57,61,67,11,30,39,61,0,0
Choor City,45,10,23,35,20,31,35,53,1,0
Uchutpolis,79,57,28,45,19,29,27,68,1,4
Ophidberg,55,95,59,76,2,10,55,79,1,3
Fusmville,84,81,52,61,5,30,39,91,0,2
Spaiberg,47,58,10,20,15,25,29,38,0,2
Jafiw City,44,95,4,17,26,40,43,98,1,3
Phoaville,11,78,2,17,30,35,7,67,1,4
Befipville,61,33,78,110,15,32,3,39,0,1
Ketabberg,1,34,8,14,14,29,18,73,1,1
Nootown,56,49,59,65,8,30,15,67,1,1
Smoajtown,96,94,71,74,4,14,47,67,0,1
Tismenberg,3,85,25,50,17,28,27,49,1,0
Fasmberg,14,28,57,87,30,44,6,67,0,1
Feeberg,65,32,7,34,6,10,12,72,0,3
Phaiville,39,74,30,49,14,25,9,86,1,1
Caishberg,59,71,15,17,1,21,47,67,1,2
Quaiberg,76,16,56,69,23,38,30,49,0,2
Risulpolis,93,31,24,31,8,21,19,83,1,1
Athetberg,97,36,58,89,11,19,0,21,1,2
Ishotown,93,0,4,30,18,21,38,94,0,2
Giestberg,73,17,43,60,4,26,27,89,0,2
Smoakpolis,25,47,49,76,9,13,28,79,0,3
Sughville,87,8,63,94,7,17,21,92,0,4
Shaiville,79,8,36,58,8,26,20,68,0,0
Ophaberg,97,21,61,75,2,4,47,93,0,1
Choibberg,30,6,20,27,8,30,7,23,1,4
Woattown,79,98,30,36,21,39,9,39,0,3
Sonorpolis,34,13,14,16,11,16,22,57,1,4
Deeville,67,46,1,31,4,12,48,96,0,3
Nechville,24,52,36,64,7,20,45,55,0,4
Toojville,9,51,14,34,0,14,18,23,0,2
Bear City,62,81,30,38,3,18,28,57,1,4
Boojtown,54,24,23,37,20,34,4,44,1,3
Foochtown,74,63,45,55,16,23,0,81,1,1
Ghiph City,74,88,6,30,2,10,12,21,0,2
Najuj City,7,85,55,57,9,15,36,74,0,0
Coiroppolis,3,1,48,75,4,15,14,59,0,3
Louhifville,92,83,11,29,22,24,38,92,1,1
Yagaypolis,53,59,54,73,26,31,0,64,0,2
Ephegberg,64,51,60,62,14,38,20,92,0,3
Phoinberg,53,21,30,35,6,13,41,96,1,2
Pheetown,27,33,81,109,17,30,45,60,1,0
Shean City,97,39,66,68,5,17,27,52,1,2
Pighberg,46,89,85,115,26,46,24,99,1,2
Yoiville,91,61,63,92,11,29,43,71,1,0
Wimam City,87,89,35,52,9,18,7,37,1,3
Phochpolis,85,36,65,80,7,10,50,84,1,1
Kasmugpolis,54,57,75,100,29,42,20,68,1,0
Jestafberg,73,63,77,104,18,28,36,99,0,4
Quiecberg,98,11,18,50,23,34,26,88,1,1
Spusmville,31,26,36,57,2,17,45,75,0,1
Chigh City,49,13,80,98,11,21,12,51,0,2
Smoiy City,31,43,22,57,26,42,40,74,0,2
Gesmafpolis,71,24,58,85,27,48,27,96,0,1
Kuyorpolis,8,3,19,32,3,26,30,94,0,3
Athatown,33,63,26,56,7,31,26,31,0,3
Jaismberg,70,52,32,35,8,24,15,89,0,3
Joashberg,21,69,25,58,13,31,51,73,0,3
Smoawtown,73,76,24,54,25,28,40,63,1,2
Jeaghberg,83,31,6,34,18,25,51,61,0,3
Doiftown,9,36,72,78,13,17,1,40,1,0
Ghoupolis,97,68,30,43,9,22,50,87,0,1
Cequberg,59,37,9,24,21,31,9,39,0,4
Steedtown,56,46,21,35,9,29,40,90,0,3
Woutown,66,90,41,59,30,40,2,14,0,2
Thoshville,21,55,11,29,4,16,46,51,0,1
Uchepolis,18,76,41,49,9,31,37,94,1,2
Seeb City,21,86,12,47,26,49,0,33,0,1
Jeapolis,64,20,16,36,10,18,24,37,0,3
Phoifberg,18,79,1,12,9,25,36,43,0,0
Gudot City,87,58,14,49,26,41,7,20,0,4
Spathberg,59,26,29,40,19,37,45,68,1,2
Achucville,90,52,33,48,29,39,20,83,0,1
Opherpolis,65,43,74,78,15,30,27,45,1,0
Loufugville,59,66,25,31,5,20,6,31,0,3
Poufberg,75,7,26,35,9,34,3,81,0,2
Spaiville,79,21,8,21,21,36,55,81,0,1
Ismatown,28,94,36,56,10,14,6,22,1,0
Stast City,35,69,20,39,8,10,4,74,1,3
Aquenville,51,62,80,110,25,29,25,72,1,3
Fochewpolis,15,65,85,92,6,8,7,42,0,4
Gouberg,79,56,80,95,26,40,43,73,1,2
Daiyudpolis,23,5,19,33,4,16,19,42,0,3
Woaberg,0,4,40,44,7,15,20,70,0,0
Rosmtown,82,58,77,107,22,31,20,43,0,0
Kist City,52,42,14,36,10,30,24,33,1,2
Muchuhtown,85,53,36,49,15,17,22,93,1,3
Paismville,9,4,44,59,3,13,31,64,0,2
Diemberg,57,55,12,21,20,27,43,65,1,4
Lerug City,32,30,46,51,26,31,34,36,1,0
Lubikville,23,86,19,31,29,40,32,73,1,4
Tethonpolis,69,31,51,73,20,29,39,67,0,0
Nechtown,8,63,67,79,30,47,1,73,0,1
Uchojville,80,89,43,45,15,29,10,99,0,2
Shochberg,97,89,58,87,18,38,8,54,1,1
Spoakville,8,70,7,29,15,36,7,29,1,2
Wolomville,21,71,54,58,5,13,42,71,1,2
Othutberg,58,53,11,31,22,25,10,48,0,3
Shouh City,65,31,3,5,11,28,20,89,1,0
Tech City,4,70,1,27,9,14,14,60,0,1
Stespville,91,5,58,70,18,24,11,76,1,0
Giepolis,17,82,76,92,19,30,41,100,1,2
Reshasville,44,88,73,104,19,29,7,18,0,3
Ispafpolis,71,93,59,77,25,46,2,31,1,3
Lie City,13,57,14,28,19,33,33,41,0,2
Caimtown,60,53,33,47,20,35,50,60,0,1
Toonorville,15,53,30,34,28,30,37,53,0,2
Koniwberg,32,85,64,76,6,19,54,58,1,3
Choicville,77,71,24,39,5,17,0,33,1,3
Quouf City,5,39,68,97,11,15,46,71,0,0
Shosmville,59,23,82,94,1,19,16,20,0,0
Kephelberg,26,31,30,65,16,34,20,53,1,3
Thouptown,49,39,82,103,2,17,15,93,1,2
Uthutown,16,96,24,49,18,37,50,56,1,4
Seeb City,10,75,21,39,17,37,41,50,1,0
Maijic City,49,38,9,44,13,20,33,59,0,0
Eshedpolis,44,84,70,93,12,22,39,80,1,1
Thoipolis,28,23,59,65,17,38,49,54,0,1
Giebville,62,69,54,57,20,32,45,100,1,2
Jashville,22,0,21,37,7,19,15,80,1,4
Suspville,28,40,5,10,12,23,35,75,1,0
Istiville,22,61,2,6,22,46,40,92,0,0
Aghabberg,6,51,47,70,14,37,51,80,0,4
Kouville,24,27,7,39,27,29,24,59,1,0
Teyiftown,70,89,42,67,17,34,50,66,1,1
Quoihville,71,89,9,38,1,25,39,83,0,1
Athuberg,55,13,3,18,24,45,48,78,1,4
Heatville,60,90,82,100,30,45,17,73,1,2
Roomville,83,58,28,44,23,33,48,64,0,1
Wothberg,5,0,57,64,5,18,39,55,0,0
Fupufville,44,55,77,81,11,36,31,41,0,1
Chushtown,43,12,59,85,17,31,36,82,1,2
Wuqupolis,94,33,8,43,10,16,20,61,0,2
Ispapolis,25,53,29,56,24,32,47,78,1,2
Leathtown,35,18,18,44,27,47,40,77,0,1
Masttown,24,98,57,68,21,40,25,81,1,0
Thoaville,90,45,75,87,28,48,49,80,0,0
Poochville,49,44,35,40,21,27,2,7,1,2
Fistuy City,36,42,81,101,20,44,40,49,1,0
Dai City,43,39,61,74,8,19,22,75,1,2
Wuremtown,31,22,59,70,21,39,3,75,0,2
Stoiville,12,42,39,61,25,42,37,49,0,4
Spearpolis,31,91,11,34,22,36,37,69,0,1
Geasptown,93,4,85,106,1,25,8,29,0,1
Dou City,56,18,18,38,8,26,31,61,1,3
Smasmpolis,22,8,81,83,17,40,15,100,0,1
Shiewpolis,23,93,32,59,22,33,13,100,0,2
Ethe City,73,10,32,66,25,45,31,54,0,4
Loiberg,43,20,55,77,2,22,44,77,1,0
Fihiwpolis,97,50,77,90,9,21,47,78,0,3
Wieville,0,45,71,75,20,31,49,86,0,1
Echapolis,54,30,53,69,12,16,24,26,1,2
Sheaville,21,35,7,12,15,18,18,53,0,0
Tothup City,49,87,67,74,28,52,12,88,1,0
Saspville,14,72,3,19,3,24,13,45,0,1
Dumuf City,69,45,6,29,27,30,30,33,1,2
Phoopolis,61,54,43,57,3,9,29,75,0,2
Fusmemville,82,59,12,44,21,30,9,59,0,1
Ighoville,53,30,62,77,24,37,51,66,0,3
Stithville,10,15,39,50,1,23,9,60,0,3
Giejiy City,57,44,80,92,27,44,30,52,0,4
Loathtown,24,77,17,19,9,21,6,48,0,4
Gouphpolis,53,18,26,44,30,34,1,22,0,4
Ispiwpolis,13,8,20,41,23,26,7,32,1,4
Goisptown,75,16,2,36,1,25,54,90,0,1
Aghodtown,1,4,83,93,30,42,38,94,1,4
Oquuville,40,12,60,75,1,17,20,76,1,2
Nephberg,0,82,62,76,28,50,42,83,0,4
Chooville,17,61,57,84,6,27,4,22,1,1
Gocokberg,17,43,40,48,21,25,54,83,0,4
Gouptown,93,8,9,15,24,38,23,61,1,1
Ruwompolis,95,41,70,89,16,20,25,78,0,3
Fisptown,65,31,41,48,24,33,12,56,1,1
Diepville,77,53,38,59,28,34,7,56,0,3
Giphilpolis,0,54,42,54,22,24,33,70,0,1
Coghuc City,88,0,15,45,17,26,28,69,0,4
Houberg,73,10,11,13,28,51,29,90,0,0
Uphajtown,25,2,56,58,11,33,8,80,1,3
Sheajville,67,88,22,38,19,21,17,100,1,2
Fuquigpolis,73,92,31,51,20,38,21,93,1,1
Soiktown,85,52,39,43,0,19,16,32,0,1
Ospepolis,3,69,77,80,13,36,44,78,1,4
Fooville,76,13,18,41,19,29,52,87,0,3
Mogih City,0,100,35,63,12,24,30,72,1,1
Rustihtown,40,61,26,38,15,34,10,53,0,3
Astup City,17,95,38,40,19,42,26,31,1,0
Ughehville,57,30,68,91,10,19,50,72,0,1
Osmugville,45,22,25,59,3,7,10,61,1,2
Yiebtown,47,77,66,89,18,39,12,42,1,3
Rinij City,20,97,16,34,9,12,14,70,1,0
Riquabberg,49,22,6,39,16,23,40,53,1,2
Phai City,20,75,79,94,16,22,7,42,1,1
Sithojville,70,47,60,89,20,28,44,74,0,0
Yesmegberg,58,85,37,71,7,22,0,2,0,4
Lieville,21,80,13,44,20,39,14,63,0,4
Ithabville,74,92,57,64,30,49,53,100,1,3
Heaten City,6,44,72,88,22,28,29,89,1,0
Jaqupolis,70,67,8,43,16,40,5,16,1,2
Pisptown,31,73,29,52,5,13,54,85,0,3
Roidpolis,96,38,47,76,26,44,35,87,1,4
Riphohtown,61,53,4,8,16,23,27,73,0,3
Noaf City,33,81,18,26,26,39,40,46,0,1
Coan City,30,0,52,87,25,34,29,75,0,0
Smoimville,26,55,29,54,20,31,8,12,0,4
Astoy City,16,31,78,84,7,22,8,13,1,0
Stoil City,4,44,62,95,2,16,27,37,1,4
Phoompolis,25,51,65,68,22,47,26,33,0,2
Smash City,40,55,44,75,22,28,42,70,0,0
Joquac City,0,30,51,69,5,30,38,54,1,4
Ismuktown,32,90,44,75,1,3,2,99,1,4
Thooberg,18,49,61,90,18,30,29,60,0,1
Test City,53,28,28,61,17,23,29,77,1,4
Soshustown,29,1,8,24,0,22,16,35,0,4
Ithoftown,45,8,1,6,11,23,45,97,0,2
Quoobberg,49,62,42,65,15,22,48,64,0,0
Ladopberg,2,86,62,84,14,31,49,69,1,0
Naidewberg,43,34,47,78,2,20,53,99,1,1
Nuchpolis,99,53,74,83,5,28,24,79,0,3
Warestown,43,32,11,21,23,25,43,94,1,4
Wieville,59,21,71,75,2,6,24,61,1,0
Kaphajtown,31,91,13,17,29,48,22,69,0,2
Tustukpolis,56,28,82,84,5,27,31,74,0,1
Thois City,6,89,58,68,27,30,53,66,1,3
Queemville,97,52,4,25,9,33,30,48,0,4
Spestville,79,86,45,76,20,31,35,96,1,0
Failodtown,100,57,80,90,12,34,11,36,1,1
Niphujberg,25,46,25,38,6,25,29,82,1,1
Thustpolis,36,88,84,119,30,47,21,71,0,4
Foutown,69,52,72,85,7,30,37,70,0,0
Quostberg,14,89,29,49,6,13,4,87,0,4
Kiec City,12,4,56,66,26,49,41,80,0,4
Queaberg,36,49,22,26,26,43,41,82,0,1
Achacville,97,17,50,85,23,48,38,73,1,0
Ismaberg,22,71,24,56,14,30,37,90,0,0
Chaiville,19,49,68,91,29,39,46,58,0,2
Toasptown,73,19,15,19,10,33,1,22,0,0
Equu City,84,80,30,32,11,27,55,57,0,0
Ichubville,87,89,17,38,26,36,43,48,0,3
Gousm City,44,15,30,48,26,42,24,70,1,1
Pheshpolis,9,86,69,98,22,24,54,60,1,0
Nashujtown,58,89,37,51,26,40,33,93,1,2
Fughin City,83,40,15,35,12,19,19,100,0,4
Ghiefpolis,29,96,37,57,14,19,35,56,0,3
Serujtown,26,99,47,50,3,8,26,67,0,3
Oshaville,51,17,47,81,9,13,11,78,0,0
Poquew City,80,14,11,26,30,48,43,76,1,4
Steegville,51,68,18,29,0,23,13,45,1,1
Wughibville,75,60,21,39,5,16,2,31,0,0
Achoc City,46,63,79,89,21,46,0,61,1,3
Sispberg,23,38,64,67,22,38,20,30,0,1
Huspville,12,78,85,113,13,36,50,70,0,3
Jathberg,92,13,61,74,24,32,13,98,0,3
Othuberg,85,53,40,74,25,32,5,90,0,1
Hoatville,38,73,43,54,17,27,1,76,1,3
Koolatville,38,45,60,92,13,16,55,85,1,3
Iphabberg,17,66,46,67,30,47,49,90,0,3
Shou City,81,57,13,27,29,33,18,22,0,2
Nismiytown,58,93,36,70,6,11,35,38,1,3
Ospuville,54,79,46,81,15,37,39,96,1,4
Cipadtown,18,49,16,32,0,10,7,80,0,1
Deakistown,9,34,76,81,12,32,24,33,1,4
Phuquberg,91,72,74,87,10,32,36,77,0,4
Othos City,47,91,5,34,25,30,45,47,1,2
Bochtown,66,37,32,51,3,7,26,42,0,2
Shoatown,11,99,52,76,23,33,24,54,0,1
Dielpolis,62,8,19,40,29,45,37,88,0,2
Nith City,48,45,74,76,11,34,24,35,0,4
Phou City,99,6,17,23,10,18,27,45,1,3
Ismal City,10,96,83,107,28,53,55,91,1,0
Doophberg,81,96,42,65,24,29,12,49,0,4
Spietberg,90,53,4,14,0,3,20,48,0,2
Dithberg,24,93,36,60,28,35,54,67,1,3
Athedpolis,52,73,62,92,22,43,50,97,1,0
Narenville,93,93,78,89,15,31,39,91,0,2
Aquag City,55,93,26,32,16,31,43,71,0,1
Quooberg,21,15,78,80,22,28,38,74,1,3
Deghpolis,66,56,70,88,11,33,6,9,0,1
Mailpolis,20,27,44,64,7,11,44,68,1,3
Wooshpolis,39,53,48,68,18,29,40,60,1,0
Yoituhtown,8,37,12,44,22,43,49,55,0,1
Icho City,92,82,68,71,26,48,11,32,0,0
Measin City,49,59,41,48,22,35,36,38,0,0
Histpolis,81,80,85,95,13,36,4,82,1,2
Tooquville,2,52,16,44,21,43,48,58,1,0
Moshtown,2,46,78,84,25,33,27,71,0,3
Kaqutown,32,100,38,54,29,53,42,73,1,2
Meesmberg,41,71,29,62,1,11,9,33,0,4
Wierer City,94,88,54,81,16,32,44,77,1,3
Nosmapville,16,59,44,71,13,35,49,55,0,0
Spashville,91,60,4,20,20,40,47,94,1,3
Ghoqu City,53,67,47,76,4,25,39,43,1,1
Reeville,97,44,26,40,15,38,54,66,1,2
Gastijville,29,0,72,87,6,26,28,56,1,3
Quoiville,90,31,34,59,10,34,30,42,1,2
Ipheville,82,10,74,90,7,26,23,85,1,1
Hecuptown,91,32,83,92,9,15,29,99,0,4
Ishaberg,91,34,25,43,27,45,8,67,1,1
Koiph City,46,15,42,66,12,19,9,50,0,4
Gusm City,56,95,44,50,4,26,13,99,1,3
Spoijtown,84,52,73,103,17,42,2,68,0,3
Wainocpolis,35,0,62,81,5,22,29,56,0,0
Spoutpolis,74,67,60,77,25,41,45,55,1,2
Uquiyberg,40,39,8,11,7,31,46,73,0,3
Mulistown,11,40,33,58,7,24,52,86,1,3
Smooville,81,16,62,79,12,33,10,85,1,0
Wujejpolis,29,58,61,64,6,22,37,86,0,0
Yumirtown,18,66,6,33,23,41,31,43,0,2
Foirberg,42,69,24,35,0,18,40,86,1,0
Nojarberg,30,87,59,81,28,31,18,52,0,0
Reeville,10,51,64,90,25,43,47,98,0,0
Ucheytown,72,56,41,57,11,23,1,7,0,0
Reetville,38,47,6,15,14,35,49,91,1,3
Weekville,54,12,66,90,11,19,43,59,0,1
Pouquville,31,5,72,79,28,44,0,61,1,3
Spaicville,37,89,69,91,26,30,13,31,0,2
Sashokberg,53,90,60,72,26,44,2,44,1,1
Dooqupolis,30,7,33,59,11,24,51,95,0,2
Estaktown,19,13,52,67,14,35,28,63,0,2
Aquewville,61,69,38,52,14,26,40,45,0,0
Jiekag City,87,50,80,94,28,40,35,74,0,4
Aspotown,67,39,16,24,15,18,7,63,1,4
Liekberg,8,23,71,100,14,35,49,93,0,3
Ramotpolis,0,53,85,118,23,32,35,60,0,4
Quool City,50,97,22,44,5,24,53,100,0,3
Spasttown,30,90,37,57,25,39,39,80,1,4
Woatown,59,44,70,91,8,26,28,74,0,3
Foudpolis,32,36,55,60,28,40,30,36,1,1
Peghir City,21,71,25,30,10,14,21,98,1,4
Pethberg,6,67,31,42,6,13,10,59,1,4
Ithek City,13,77,48,73,8,33,41,96,1,2
Tesheg City,2,52,65,68,6,29,40,70,1,3
Quaicberg,90,84,36,47,19,23,13,16,1,3
Keegemberg,99,9,16,20,25,30,40,54,0,4
Uspawtown,74,25,11,32,19,44,14,61,0,1
Poisut City,56,87,29,63,11,19,43,49,0,2
Stoadtown,95,0,49,79,17,20,8,54,1,0
Ashil City,81,84,20,32,17,19,39,99,0,4
Doasmtown,39,70,39,57,17,42,4,64,1,2
Joiberg,61,12,51,68,3,16,31,38,1,4
Shootown,85,23,35,66,8,27,54,81,0,0
Dai City,40,49,14,38,21,27,29,40,0,3
Wou City,7,19,64,71,5,10,18,26,1,1
Hoomabberg,67,53,85,117,20,37,5,56,0,2
Othiville,98,65,83,104,25,34,38,94,0,3
Diechtown,24,13,35,61,12,28,31,44,1,2
Phasp City,79,3,63,86,4,25,8,18,0,3
Cosmuh City,58,96,34,57,23,36,11,88,0,3
Ghoi City,47,42,52,70,20,32,45,48,0,2
Choos City,58,10,13,22,2,17,23,57,0,1
Asheville,23,17,80,107,3,7,38,82,1,2
Moipolis,25,16,70,77,4,12,25,48,1,1
Caipolis,51,8,40,67,7,11,35,79,0,2
Smuthberg,2,42,54,71,5,13,23,56,0,3
Gugun City,74,77,82,114,9,33,40,93,1,4
Iquujpolis,5,97,61,84,24,30,12,14,0,4
Estupolis,11,98,54,70,27,40,5,41,1,0
Thegh City,58,63,59,78,16,34,9,80,1,3
Uphikpolis,64,17,58,75,19,39,21,54,1,0
Ghoigberg,47,35,41,51,23,26,41,70,0,2
Yigowville,26,68,52,69,0,6,30,40,1,3
Ophetville,38,98,3,35,18,31,47,63,0,1
Joophpolis,9,57,45,49,28,45,22,79,1,4
Aspactown,82,89,75,94,18,26,5,93,1,4
Coakiyville,16,18,22,35,23,38,33,72,1,1
Uthocberg,65,79,38,56,15,29,38,68,1,1
Bachtown,80,71,61,85,30,43,38,73,1,3
Woawuf City,43,39,26,45,26,34,13,59,1,0
Moutown,30,11,85,103,22,44,23,65,0,2
Speakberg,53,38,57,92,22,30,16,76,0,4
Thaiberg,92,31,69,89,20,45,42,67,0,1
Noiliyville,66,70,9,40,24,27,47,100,1,0
Seerenberg,58,67,61,71,0,23,41,87,1,0
Leestberg,28,33,5,34,28,52,36,55,0,3
Loawville,81,29,41,50,8,21,32,40,0,0
Ghaitown,21,66,35,44,15,40,43,59,0,1
Joigberg,71,58,18,45,6,12,18,75,0,2
Mighacberg,22,96,60,77,2,24,35,77,1,1
Toorville,12,26,6,41,17,25,41,79,0,2
Smoatown,20,20,37,48,2,23,14,92,0,2
Shoawville,40,57,70,79,21,33,27,42,0,0
Boaville,20,61,61,90,15,21,7,24,1,1
Toomihville,28,79,2,32,11,16,14,54,0,2
Hoiberg,43,21,42,60,29,49,7,26,1,2
Roathpolis,100,9,46,69,13,29,10,41,1,0
Heapville,67,52,73,78,16,25,27,81,1,0
Istepolis,76,73,54,72,13,37,6,27,0,1
Gieville,57,0,84,101,17,28,3,70,1,4
Faweptown,9,11,63,83,10,29,1,22,1,2
Speapolis,36,97,79,82,14,16,16,74,0,0
Phosp City,15,97,47,72,8,22,8,15,0,3
Thieberg,92,74,80,102,21,46,49,84,1,4
Nicher City,51,86,72,81,24,41,17,75,0,0
Requisberg,3,25,53,65,18,37,16,57,1,1
Jabiw City,90,91,71,85,25,35,41,71,0,3
Tespville,14,69,80,102,4,9,45,70,0,2
Steaberg,100,20,38,66,21,45,20,56,1,3
Chooville,78,59,31,50,18,35,37,53,1,0
Uthatville,19,79,61,67,13,25,24,46,0,3
Duquebpolis,84,36,25,33,25,30,20,89,0,1
Ronidpolis,65,76,41,59,4,7,7,21,1,3
Stoat City,85,30,24,51,22,44,25,38,1,3
Cisam City,39,39,16,46,20,43,24,83,1,3
Goshville,17,73,81,108,8,12,5,40,1,4
Teachpolis,97,70,26,43,25,33,12,67,0,3
Lequeltown,36,67,33,56,10,21,48,70,1,4
Theepolis,38,47,16,47,5,19,54,68,1,2
Foubutberg,1,22,70,73,8,20,54,73,1,0
Thaghberg,93,82,81,115,8,24,54,60,1,3
Methijpolis,71,32,9,12,8,26,38,78,0,0
Bephtown,52,36,65,90,10,12,29,69,0,1
Shoatown,5,62,79,101,29,50,54,96,1,3
Quismtown,46,90,67,82,8,23,50,97,1,1
Phesttown,67,85,35,58,19,30,7,59,0,4
Thouw City,46,78,7,22,27,36,34,77,0,2
Togatville,31,96,78,106,7,21,38,91,1,0
Usteytown,48,82,62,70,29,46,6,38,0,4
Spootown,54,100,59,83,25,48,20,90,1,1
Poupolis,40,58,59,93,6,8,23,84,0,3
Uthuberg,75,30,46,66,15,33,41,64,1,0
Pulaftown,12,10,5,36,3,10,34,60,0,0
Stooberg,42,3,77,111,4,29,45,72,0,2
Ishutown,96,30,47,81,4,21,42,53,1,4
Shaigville,7,53,21,34,17,41,27,42,1,3
Loogamberg,29,54,0,7,5,11,9,97,0,4
Lostberg,73,5,15,33,8,15,35,76,0,3
Feabpolis,17,74,12,38,4,23,48,68,0,0
Hismtown,57,78,77,91,6,12,31,59,0,0
Lahemberg,60,9,4,17,28,36,16,86,1,4
Soukemtown,91,43,45,74,0,23,55,87,1,3
Cughpolis,34,98,80,92,9,17,44,80,1,0
Caistberg,100,73,22,49,18,27,25,79,1,0
Katefville,73,14,80,102,5,30,9,51,0,3
Stooberg,9,52,36,56,18,33,18,93,1,2
Quaictown,20,99,73,103,8,24,32,69,0,3
Miecectown,38,12,26,44,21,44,53,62,0,1
Fathtown,89,93,10,29,9,12,44,84,1,1
Loupolis,23,64,72,102,18,20,11,67,0,4
Deebibville,1,37,62,69,0,13,25,80,0,1
Hoafville,88,16,40,70,29,36,32,59,1,2
Haganberg,80,23,46,80,0,10,35,48,0,1
Ghethtown,95,50,57,62,11,32,27,81,1,0
Jeast City,29,53,48,69,8,21,55,94,0,4
Smieville,64,89,8,30,20,24,11,25,1,1
Chusmville,87,79,29,33,24,32,11,65,0,2
Mootown,49,13,8,19,2,12,53,67,1,3
Saispberg,22,71,57,71,2,23,23,55,0,4
Pastberg,49,52,25,60,15,36,12,19,0,2
Yieberg,40,50,1,28,10,24,21,92,1,3
Stouville,56,86,53,76,24,35,55,80,1,4
Steahtown,43,2,28,46,19,30,35,90,1,0
Wiebiwberg,23,31,51,80,26,40,5,42,0,1
Dephuntown,73,20,0,8,2,22,15,31,1,4
Poipolis,93,100,7,34,12,17,1,26,1,0
Jaisppolis,55,100,47,57,8,20,54,62,1,4
Roo City,65,14,30,50,6,13,44,100,0,0
Keemir City,2,20,44,57,2,24,44,50,1,3
Feashville,17,70,20,31,9,28,22,37,0,1
Kochomville,29,63,55,65,3,8,22,26,1,4
Foiberg,51,65,68,84,19,27,30,79,0,1
Quaiptown,99,6,52,73,22,27,13,58,1,3
Dathberg,74,72,5,13,12,36,48,70,1,0
Fubappolis,76,80,69,84,28,45,33,66,1,1
Noakberg,88,16,40,45,21,41,4,77,0,1
Ghoukpolis,56,98,55,80,22,28,46,98,1,2
Quephpolis,53,79,72,79,10,15,46,81,1,1
